sequence,distribution,dimension,n,backend,order,input_sha256,input_generation_seconds,first_call_seconds,samples_seconds,median_seconds,q25_seconds,q75_seconds
halton,normal,2,2048,gpu,0,05f43945ed90b763ebdf6e632a26f6c9f416db61d6639a46962a0765fdb5ab37,0.3161017930001435,0.0008569759997953952,"[0.0006066149999242043, 0.0006287920000431768, 0.0006193989997882454, 0.000583369999731076, 0.0005966759999864735, 0.0005793129998892255, 0.0006077829998503148, 0.000587269000334345, 0.0005867169998055033, 0.0005883879998691555]",0.0005925319999278145,0.0005868549999377137,0.0006074909998687872
halton,normal,2,2048,cpu,1,05f43945ed90b763ebdf6e632a26f6c9f416db61d6639a46962a0765fdb5ab37,0.3161017930001435,0.0019357380001565616,"[0.0015830620000087947, 0.0016525770001862838, 0.0015418749999298598, 0.0016208240003834362, 0.0015537809999841556, 0.0015166230000431824, 0.0015907970000625937, 0.001652131000355439, 0.0015528220001215232, 0.0015817590001461213]",0.001582410500077458,0.0015530617500871813,0.0016133172503032256
halton,normal,2,8192,cpu,0,18aca84fa55b67aba72479c029abb6bf1d367b06adc15095979a920938aa0e14,0.31676146700010577,0.0051819659997818235,"[0.004903571999875567, 0.004867359999934706, 0.004830155000036029, 0.004962107999745058, 0.004778889999670355, 0.004953611000019009, 0.004805629000202316, 0.004876183999840578, 0.004920908999793028, 0.004932887999984814]",0.004889877999858072,0.004839456250010699,0.0049298932499368675
halton,normal,2,8192,gpu,1,18aca84fa55b67aba72479c029abb6bf1d367b06adc15095979a920938aa0e14,0.31676146700010577,0.001111153999772796,"[0.0006428520000554272, 0.0006784019997212454, 0.0007239390001814172, 0.0006730189998052083, 0.0006856959998913226, 0.0006555519998983073, 0.0006483070001195301, 0.0006748169998900266, 0.0006587640000361716, 0.0006466419999924256]",0.00066589149992069,0.0006501182500642244,0.0006775057497634407
halton,normal,2,32768,gpu,0,841e82ad10004ab3eba03aa0e2f108a40c9b34c6fc9726d2761710aef65c2a58,0.3301993009999933,0.0012417620000633178,"[0.0007717359999332984, 0.0007984290000422334, 0.0007957329999044305, 0.0007881070000621548, 0.0007895950002421159, 0.0007873139998082479, 0.0008018619996619236, 0.0008007619999261806, 0.0007935879998512974, 0.0007919230001789401]",0.0007927555000151187,0.0007884790001071451,0.0007977550000077827
halton,normal,2,32768,cpu,1,841e82ad10004ab3eba03aa0e2f108a40c9b34c6fc9726d2761710aef65c2a58,0.3301993009999933,0.018547647000104917,"[0.017837574000168388, 0.017841399000189995, 0.017494586999873718, 0.017606921999686165, 0.017452062999836926, 0.017738762999670143, 0.017700883000088652, 0.017892520999794215, 0.01801301000023159, 0.017794194000089192]",0.017766478499879668,0.017630412249786787,0.017840442750184593
halton,normal,5,128,cpu,0,0d99c3c2fa72589c6d3a3c58ec9968f4476db486b527414cbd2a251ec3d7bfa9,2.4968149119999907,0.0003841390002889966,"[0.00025009899991346174, 0.00013330799993127584, 0.0001223610001943598, 0.00011278800002401113, 0.00013489799994204077, 0.00011574399968594662, 0.00011551599982340122, 0.00012270899969735183, 0.00011288099994999357, 0.00011525599984452128]",0.00011905249994015321,0.00011532099983924127,0.00013065824987279484
halton,normal,5,128,gpu,1,0d99c3c2fa72589c6d3a3c58ec9968f4476db486b527414cbd2a251ec3d7bfa9,2.4968149119999907,0.000700493000294955,"[0.0003291739999440324, 0.000373195000065607, 0.00034297100000912906, 0.00034158900007241755, 0.00037947200007693027, 0.0003501770002003468, 0.00034027399988190155, 0.00031248200002664817, 0.0003270150000389549, 0.0004770489999827987]",0.0003422800000407733,0.0003319489999284997,0.00036744050009929197
halton,normal,5,256,gpu,0,408dbe0e93cda56dd863b668fd1add5e59da00713b9db6bb028667d83b672355,0.49157554400017034,0.0006225960000847408,"[0.0003746370002772892, 0.0003610889998526545, 0.000337049999870942, 0.00035055599983024877, 0.0003302780000922212, 0.00033601199993427144, 0.0003493159997560724, 0.0003474899999673653, 0.0003370379999978468, 0.00034839299996747286]",0.0003479414999674191,0.0003370409999661206,0.0003502459998117047
halton,normal,5,256,cpu,1,408dbe0e93cda56dd863b668fd1add5e59da00713b9db6bb028667d83b672355,0.49157554400017034,0.0003144789998259512,"[0.0001398149997839937, 0.00016576799998802016, 0.00021920600011071656, 0.00021416100025817286, 0.0002164379998248478, 0.00018320999970455887, 0.00015835100020922255, 0.0001375049996568123, 0.000142290999974648, 0.00013892599963583052]",0.00016205950009862136,0.00014043399983165727,0.00020642325011976936
halton,normal,5,512,cpu,0,aac80c339038a9a434265bc04cb0f952e82571f14bae34a9c99e61e3f330ba72,0.49851355200007674,0.0003936170000997663,"[0.0003776049998123199, 0.00033233800013476866, 0.0003011839999089716, 0.000276288999884855, 0.0003150140000798274, 0.00030803699974057963, 0.0003262110003561247, 0.00035343999979886576, 0.00032119099978444865, 0.00030586599996240693]",0.000318102499932138,0.0003064087499069501,0.0003308062501901077
halton,normal,5,512,gpu,1,aac80c339038a9a434265bc04cb0f952e82571f14bae34a9c99e61e3f330ba72,0.49851355200007674,0.0005947989998276171,"[0.00029500700020435033, 0.0002924890000031155, 0.0003243689998271293, 0.0003550149999682617, 0.0003067289999307832, 0.0003334120001454721, 0.0002926819997810526, 0.00027267299992672633, 0.00029879999965487514, 0.0002996299999722396]",0.00029921499981355737,0.000293263249886877,0.00031995899985304277
halton,normal,5,2048,gpu,0,2e4df536dccf0658b4cc9cd2ce3db9c3a9b9aeb4bfd5f2dea544bc9ea603ae00,0.4883675729997776,0.0007104269998308155,"[0.00037804700014021364, 0.0003923479998775292, 0.0004083160001755459, 0.00038986800018392387, 0.0003810779999184888, 0.000389019000067492, 0.0003757039999072731, 0.00037378300021373434, 0.00037307299999156385, 0.00037460400017153006]",0.0003795625000293512,0.0003748790001054658,0.0003896557501548159
halton,normal,5,2048,cpu,1,2e4df536dccf0658b4cc9cd2ce3db9c3a9b9aeb4bfd5f2dea544bc9ea603ae00,0.4883675729997776,0.0010952610000458662,"[0.0008756180000091263, 0.0008708349996595643, 0.0008732820001569053, 0.0008999720002975664, 0.0008979970002656046, 0.0008739090003473393, 0.0008698550000190153, 0.0009693769998193602, 0.0008705679997547122, 0.0009602919999451842]",0.0008747635001782328,0.0008714467497838996,0.000899478250289576
halton,normal,5,8192,cpu,0,1b379f84d8ab29c19dd25484e96d36bcce70db6e85114abb31573bb36bb78a8c,0.5018682039999476,0.003400788999897486,"[0.0032205060001615493, 0.0033868719997371954, 0.003308322000066255, 0.003371688999777689, 0.0033176840001942765, 0.0033800750002228597, 0.0032820100000208186, 0.003357662000325945, 0.0032884340002965473, 0.0032443279997096397]",0.0033130030001302657,0.0032836160000897507,0.003368182249914753
halton,normal,5,8192,gpu,1,1b379f84d8ab29c19dd25484e96d36bcce70db6e85114abb31573bb36bb78a8c,0.5018682039999476,0.0009042130000125326,"[0.0004262249999555934, 0.0004399590002321929, 0.0004586830000334885, 0.0004384799999570532, 0.0004544650000752881, 0.0004331110003477079, 0.0004308699999455712, 0.0004328689997237234, 0.00047504499980277615, 0.00043633400036924286]",0.00043740700016314804,0.0004329294998797195,0.0004508385001145143
halton,normal,5,32768,gpu,0,63bbd89e7135d2e6f3e655cc17f95db56424994d8741a77a6ad29cac4fb06539,0.5034205060001113,0.0011135409999951662,"[0.0005125330003465933, 0.0005348889999368112, 0.0005206470000302943, 0.0005202100001042709, 0.000522244999956456, 0.0005167680001250119, 0.0005185280001569481, 0.0005198730000302021, 0.0005198800004109216, 0.0005086739997750556]",0.0005198765002205619,0.000517208000132996,0.0005205377500487884
halton,normal,5,32768,cpu,1,63bbd89e7135d2e6f3e655cc17f95db56424994d8741a77a6ad29cac4fb06539,0.5034205060001113,0.013881800000035582,"[0.013598205000107555, 0.013219152999681683, 0.0132659999999305, 0.013307734000136406, 0.013393344000178331, 0.01351506299988614, 0.013176655000279425, 0.013418080000064947, 0.013166894000278262, 0.013189788999625307]",0.013286867000033453,0.013197129999639401,0.013411896000093293
halton,normal,10,128,cpu,0,fe6b5290a8ebb54d94abccfc5f23c46ffd770765ec834eb6a0b1d0a0f2701d9b,3.0958138230002987,0.00022098399995229556,"[7.851299960748293e-05, 7.640500007255469e-05, 7.31999998606625e-05, 7.314399999813759e-05, 7.228799995573354e-05, 7.815300023139571e-05, 7.40640002732107e-05, 7.387799996649846e-05, 7.215200002974598e-05, 7.380099987130961e-05]",7.383949991890404e-05,7.315799996376882e-05,7.581975012271869e-05
halton,normal,10,128,gpu,1,fe6b5290a8ebb54d94abccfc5f23c46ffd770765ec834eb6a0b1d0a0f2701d9b,3.0958138230002987,0.0005484909997903742,"[0.0002383710002504813, 0.0002587459998721897, 0.00026787199976752163, 0.00024814000016704085, 0.00025048099996638484, 0.0002597619995867717, 0.00024503100030415226, 0.00023221199990075547, 0.00023351099980573053, 0.00024759400002949405]",0.00024786700009826745,0.00024003600026389904,0.0002566797498957385
halton,normal,10,256,gpu,0,2fa04c743a233e899a3588ba2e248de39c1857c395f5f946016d19647d3cf3d7,0.9047262869999031,0.0005670430000463966,"[0.0002667119997568079, 0.0002807050000228628, 0.0002586989999144862, 0.0002523220000512083, 0.00024371700010306085, 0.00024245099984909757, 0.0002472989999660058, 0.00024339099991266266, 0.00023381600021821214, 0.00024021100034588017]",0.0002455080000345333,0.00024268599986498884,0.0002571047499486667
halton,normal,10,256,cpu,1,2fa04c743a233e899a3588ba2e248de39c1857c395f5f946016d19647d3cf3d7,0.9047262869999031,0.000316569000005984,"[0.00013600800002677715, 0.00012736400003632298, 0.00017172100024254178, 0.00014653600010205992, 0.00014398299981621676, 0.00014317600016511278, 0.00013399300041783135, 0.00013350300014280947, 0.00013302099978318438, 0.0001316749999205058]",0.00013500050022230425,0.00013314149987309065,0.00014378124990344077
halton,normal,10,512,cpu,0,8fce8c6e0ab93076d337072f61a8dd0f89155d840c176a3da1f6e650def0ca4c,0.903802455999994,0.00048809999998411513,"[0.00027596500012805336, 0.0002693649998946057, 0.0002602790000310051, 0.0002974770000037097, 0.00027444299985290854, 0.0002555999999458436, 0.0002542699999139586, 0.00027798799965239596, 0.00025301499999841326, 0.0002448980003464385]",0.0002648219999628054,0.00025460249992192985,0.00027558450005926716
halton,normal,10,512,gpu,1,8fce8c6e0ab93076d337072f61a8dd0f89155d840c176a3da1f6e650def0ca4c,0.903802455999994,0.0005957729999863659,"[0.0002812160000758013, 0.0002600279999569466, 0.00024123899993355735, 0.0002362939999329683, 0.0002565770000728662, 0.00024117000020851265, 0.00023143499993238947, 0.00023830300006011385, 0.0002856290002455353, 0.0003100070002801658]",0.0002489080000032118,0.00023901975009721355,0.0002759190000460876
halton,normal,10,2048,gpu,0,b44df5445a3f470d344b18b03f354ba26bec8a2e79b52c4965c314ca7da01275,0.9055200580000928,0.0006487149998974928,"[0.0003417140001147345, 0.00032429099974251585, 0.0003519259998938651, 0.00032322900005965494, 0.000307922000047256, 0.00034110799970221706, 0.0003280299997641123, 0.00031272599971998716, 0.0003362550000929332, 0.00031071200010046596]",0.00032616049975331407,0.0003153517498049041,0.0003398947497998961
halton,normal,10,2048,cpu,1,b44df5445a3f470d344b18b03f354ba26bec8a2e79b52c4965c314ca7da01275,0.9055200580000928,0.0012480610002967296,"[0.0009545150001031288, 0.0009132270001828147, 0.0009205900000779366, 0.0009413469997525681, 0.0010940799998024886, 0.0010821319997376122, 0.0011087180000686203, 0.001011162999930093, 0.000990081000054488, 0.000981256000159192]",0.00098566850010684,0.0009446389998402083,0.0010643897497857324
halton,normal,10,8192,cpu,0,b2061761e2c9611a67b1bbc0e9ae64ebd015283a721df271f744b85cf1a5ed97,0.9171691980000105,0.0034436410001035256,"[0.0033614429999033746, 0.0034617760002220166, 0.00339118400006555, 0.003681873000004998, 0.003394010000192793, 0.0034446120002940006, 0.0033747280003808555, 0.0032900440000958042, 0.003527188999669306, 0.003605273000175657]",0.003419311000243397,0.003378842000302029,0.003510835749807484
halton,normal,10,8192,gpu,1,b2061761e2c9611a67b1bbc0e9ae64ebd015283a721df271f744b85cf1a5ed97,0.9171691980000105,0.0008535339998161362,"[0.0004165050004303339, 0.00046850899980199756, 0.00044650199970419635, 0.0004360620000625204, 0.0004383140003483277, 0.00042219699980705627, 0.00042468799983907957, 0.00043546200004129787, 0.00044567699978870223, 0.00042453099968042807]",0.0004357620000519091,0.00042457024972009094,0.0004438362499286086
halton,normal,10,32768,gpu,0,79ab3bb814f504d217dac720283227ab1c8441fd4c286706d978a7057125b0f9,0.9483005299998695,0.0012559689998852264,"[0.0004796770003849815, 0.0005197860000407672, 0.0005273239999041834, 0.0005029250000916363, 0.0005152400003680668, 0.0005243529999461316, 0.0005509879997589451, 0.0005129159999341937, 0.0005155490002834995, 0.0005065340001237928]",0.0005153945003257832,0.000508129500076393,0.0005232112499697905
halton,normal,10,32768,cpu,1,79ab3bb814f504d217dac720283227ab1c8441fd4c286706d978a7057125b0f9,0.9483005299998695,0.013738161000219407,"[0.013235967000127857, 0.01309945200000584, 0.013274981999984448, 0.013329860999874654, 0.013134503999935987, 0.013224389999777486, 0.013060459999906016, 0.012838693000048806, 0.012928364999879705, 0.012850114999764628]",0.013116977999970914,0.012961388749886282,0.013233072750040265
halton,normal,30,128,cpu,0,f701d27e42e57f2cd49ef8046feb75d8e6a8327c71ea70ca95fdd1a5359de817,10.667754443999911,0.00023426100005963235,"[0.00011759700009861263, 0.00010642300003382843, 9.248300011677202e-05, 0.0001034380002238322, 9.104799983106204e-05, 9.210700000039651e-05, 9.116299997913302e-05, 9.13399999262765e-05, 9.396299992658896e-05, 9.225699977832846e-05]",9.236999994755024e-05,9.15317499448065e-05,0.0001010692501495214
halton,normal,30,128,gpu,1,f701d27e42e57f2cd49ef8046feb75d8e6a8327c71ea70ca95fdd1a5359de817,10.667754443999911,0.0004996070001652697,"[0.00021770700004708488, 0.00021678000030078692, 0.0002019899998231267, 0.00018559599993750453, 0.00018872100008593407, 0.0001880529998743441, 0.0001727740000205813, 0.0001897619999908784, 0.00017286299998886534, 0.0001775590003489924]",0.00018838699998013908,0.00017956825024612044,0.00019893299986506463
halton,normal,30,256,gpu,0,d09b7cf5b89e035e3ebb4cfa038fe47ab38b046022145c007ed0bb2844aa3c55,2.74600786100018,0.0005681120001099771,"[0.0002496530000826169, 0.0002687739997782046, 0.00027652900007524295, 0.00025544500022078864, 0.0002586979999250616, 0.0002460459995745623, 0.0002527439996811154, 0.00024390299995502573, 0.0002380490000177815, 0.00024586200015619397]",0.00025119849988186616,0.00024590800001078605,0.00025788474999899336
halton,normal,30,256,cpu,1,d09b7cf5b89e035e3ebb4cfa038fe47ab38b046022145c007ed0bb2844aa3c55,2.74600786100018,0.0003722269998434058,"[0.0002104449999933422, 0.00018942400038213236, 0.00017270699981963844, 0.00017382099986207322, 0.00019569100004446227, 0.00018526399981055874, 0.0001751599997987796, 0.00017504699962955783, 0.00016438200009361026, 0.00016251199986072606]",0.00017510349971416872,0.00017298549983024714,0.00018838400023923896
halton,normal,30,512,cpu,0,4a7137032407bfa41c56e2f75ee2f5c3b1940ab7f67f16bd3f03dd8fb8b154a0,2.6983018939999965,0.0006709039998895605,"[0.0004122279997318401, 0.00036807400010729907, 0.0003397909999875992, 0.00037541499978033244, 0.00036112599991611205, 0.00037080399988553836, 0.00035493099994710064, 0.00034912499995698454, 0.0003417249999984051, 0.000333807000060915]",0.00035802849993160635,0.00034357499998804997,0.00037012149994097854
halton,normal,30,512,gpu,1,4a7137032407bfa41c56e2f75ee2f5c3b1940ab7f67f16bd3f03dd8fb8b154a0,2.6983018939999965,0.0007134980000955693,"[0.00021241600006760564, 0.00026535999995758175, 0.0002390499998909945, 0.00021924900011072168, 0.00020135499971729587, 0.00019592299986470607, 0.00023580900005981675, 0.00022462199967776542, 0.00022058800004742807, 0.000233569000101852]",0.00022260499986259674,0.00021412425007838465,0.00023524900007032556
halton,normal,30,2048,gpu,0,df3b67fac21384e3c4628a6bc3ce52dbc9246d803304c3d30c49e4a6ad822f0a,2.7054649040001095,0.0005853830002706673,"[0.00028410899994923966, 0.00031723000029160175, 0.0003690580001602939, 0.0003044489999410871, 0.0002925049998339091, 0.0002884450000237848, 0.0002839680000761291, 0.0002982420000989805, 0.00028777599982277025, 0.0002757860002020607]",0.00029047499992884696,0.0002850257499176223,0.00030289724998056045
halton,normal,30,2048,cpu,1,df3b67fac21384e3c4628a6bc3ce52dbc9246d803304c3d30c49e4a6ad822f0a,2.7054649040001095,0.0014022220002516406,"[0.0011601149999478366, 0.0012062539999533328, 0.0010511190002944204, 0.0011008930000571127, 0.001126642000144784, 0.0010560939999777474, 0.001155327000105899, 0.0010558060002949787, 0.0011274660000708536, 0.0011444420001680555]",0.0011270540001078189,0.0010672937499975887,0.0011526057501214382
halton,normal,30,8192,cpu,0,5fcd15008bddf5c129de4fd12aa03208ddba0c46997625d79c6e859bfa49208e,2.693786442000146,0.003935137000098621,"[0.0037047460000394494, 0.003922401999716385, 0.0036263060001147096, 0.0035150059998159122, 0.003745611999875109, 0.0034773369998220005, 0.003745116000118287, 0.0034537400001681817, 0.003819960999862815, 0.003554716000053304]",0.0036655260000770795,0.00352493349987526,0.0037454879999359036
halton,normal,30,8192,gpu,1,5fcd15008bddf5c129de4fd12aa03208ddba0c46997625d79c6e859bfa49208e,2.693786442000146,0.000768390000303043,"[0.0003306739999970887, 0.0003669709999485349, 0.0003537780003171065, 0.0003426080002100207, 0.0003322269999443961, 0.00033541099992362433, 0.00033074800012400374, 0.00033251900003961055, 0.00033551699971212656, 0.00032957700022961944]",0.00033396499998161744,0.0003311177500791018,0.00034083525008554716
halton,normal,30,32768,gpu,0,bd07997e060a800549d4e3dfe04f14c7b874c72ea8423871c8c8a959d3df6e13,2.812763874000211,0.0010101610000674555,"[0.00045156000032875454, 0.0004992399999537156, 0.0004805389999091858, 0.0004757429996971041, 0.00046633300007670186, 0.0004787450002368132, 0.00046734199986531166, 0.0004544090002127632, 0.00045567100005428074, 0.00044104500011599157]",0.00046683749997100676,0.0004547245001731426,0.00047799450010188593
halton,normal,30,32768,cpu,1,bd07997e060a800549d4e3dfe04f14c7b874c72ea8423871c8c8a959d3df6e13,2.812763874000211,0.0149895539998397,"[0.014605755000047793, 0.013737154999944323, 0.014438265000080719, 0.014477003000138211, 0.013476861000071949, 0.014259108000260312, 0.014017686999977741, 0.014171003000228666, 0.013964270000087708, 0.014067359999899054]",0.01411918150006386,0.013977624250060217,0.014393475750125617
halton,normal,60,128,cpu,0,77dcca854db5e88996624b90eab253fe1c4f9a0b6260404eba9d964ddbf81d71,15.317394598000192,0.0003323419996377197,"[0.00014146900002742768, 0.00012687000025835005, 0.00012226799981363, 0.00012100399999326328, 0.00014398499979506596, 0.00012496599993028212, 0.00011926199977096985, 0.00011986600020463811, 0.00012718899961328134, 0.00012238899989824858]",0.00012367749991426535,0.00012131999994835496,0.00012710924977454852
halton,normal,60,128,gpu,1,77dcca854db5e88996624b90eab253fe1c4f9a0b6260404eba9d964ddbf81d71,15.317394598000192,0.0003951700000470737,"[0.0001575749997755338, 0.00017597599980945233, 0.0001652579999245063, 0.00016575000017837738, 0.00018421899994791602, 0.00016922800023166928, 0.00020150399996055057, 0.00016853700026331353, 0.0001758620001055533, 0.00019086100019194419]",0.0001725450001686113,0.00016644675019961142,0.0001821582499133001
halton,normal,60,256,gpu,0,654035730b68b81ac25a52dfdefc88bc073fff5404540c885f8ed426e5154085,5.363173889000336,0.0007002420002208964,"[0.0001988240001082886, 0.00021577799998340197, 0.00019801500002358807, 0.0001865619997261092, 0.00018173200032833847, 0.00017341200009468594, 0.00019758999997065985, 0.0001790369997252128, 0.00018043499994746526, 0.0001706739999463025]",0.00018414700002722384,0.00017938649978077592,0.00019790875001035602
halton,normal,60,256,cpu,1,654035730b68b81ac25a52dfdefc88bc073fff5404540c885f8ed426e5154085,5.363173889000336,0.0004889150000053633,"[0.00032112999997480074, 0.000316901999667607, 0.0003630920000432525, 0.0003168979997099086, 0.00032106100024975603, 0.00034434600001986837, 0.00032283100017593824, 0.00030141300021568895, 0.0003119500001957931, 0.00029589399991891696]",0.0003189814999586815,0.000313187000074322,0.00032240575012565387
halton,normal,60,512,cpu,0,aa7e6c595545d3fdc17618590d05e33cd39711a542b5a91054dc4b162c55bdc3,5.83810371599975,0.0007752060000711936,"[0.0005801329998575966, 0.0005543029997170379, 0.000561777999791957, 0.0005483169998115045, 0.000527624000369542, 0.0004976029999852472, 0.0005065850000391947, 0.0004878400000052352, 0.0005025120003665506, 0.00048693600001570303]",0.0005171045002043684,0.000498830250080573,0.0005528064997406545
halton,normal,60,512,gpu,1,aa7e6c595545d3fdc17618590d05e33cd39711a542b5a91054dc4b162c55bdc3,5.83810371599975,0.0005162620000191964,"[0.00020678500004578382, 0.0002449270000397519, 0.00022971899988988298, 0.00024609299998701317, 0.00022066200017434312, 0.00022409199982575956, 0.00022149500000523403, 0.00023315799990086816, 0.0002202919999945152, 0.00021662900007868302]",0.0002227934999154968,0.0002203845000394722,0.00023229824989812187
halton,normal,60,2048,gpu,0,838fcdd2ce8a41ae55d13fac82f2cdedb19855912e6ceecf04e56c17c2152058,5.58583330700003,0.0005536549997486873,"[0.00027370799989512307, 0.00029831300025762175, 0.00027053400026488816, 0.0002588560000731377, 0.0002527229999031988, 0.00026706700009526685, 0.0002500539999346074, 0.0002625170000101207, 0.0002766590000646829, 0.00025484600018899073]",0.00026479200005269377,0.00025584850016002747,0.00027291449998756434
halton,normal,60,2048,cpu,1,838fcdd2ce8a41ae55d13fac82f2cdedb19855912e6ceecf04e56c17c2152058,5.58583330700003,0.0015543609997621388,"[0.0013564769997174153, 0.001342016999842599, 0.0013929849997111887, 0.0013953610000498884, 0.0013707690000046568, 0.0013029140000071493, 0.0013607900000351947, 0.0014665530002275773, 0.0013776270002381352, 0.0013016079997214547]",0.0013657795000199258,0.001345631999811303,0.0013891454998429253
halton,normal,60,8192,cpu,0,22b6e77ae99f673c076ba2eff6e185d49c42a9f76f6e2a8f0d42d698af41850e,5.6693606380003985,0.004561415999887686,"[0.004627308000181074, 0.004462383999907615, 0.004568941999878007, 0.004166809999787802, 0.004031631000088964, 0.004526287999851775, 0.0047543600003336906, 0.004509284000050684, 0.004638728000372794, 0.004482257999825379]",0.004517785999951229,0.004467352499887056,0.004612716500105307
halton,normal,60,8192,gpu,1,22b6e77ae99f673c076ba2eff6e185d49c42a9f76f6e2a8f0d42d698af41850e,5.6693606380003985,0.0006406299999071052,"[0.0002913770003942773, 0.0003200480000487005, 0.0003043950000574114, 0.00029346200017243973, 0.00030578200039599324, 0.0003026819999831787, 0.00029688999984500697, 0.0002974959998027771, 0.00031818100023883744, 0.00029457299979185336]",0.0003000889998929779,0.00029515224980514176,0.00030543525031134777
halton,normal,60,32768,gpu,0,ecfe9249ca1575c6bb918f3e6e4b7da5c8017f2c4a73665c9f89a66eaff60d8f,5.832294223999725,0.0005236300003161887,"[0.000419909999891388, 0.00048304800020559924, 0.0004708480000772397, 0.00046213299992814427, 0.000449251999725675, 0.000446905999979208, 0.00047265800003515324, 0.0004555500004244095, 0.0004502150000007532, 0.0004533269998319156]",0.00045443850012816256,0.00044949274979444453,0.00046866925003996585
halton,normal,60,32768,cpu,1,ecfe9249ca1575c6bb918f3e6e4b7da5c8017f2c4a73665c9f89a66eaff60d8f,5.832294223999725,0.019250789000125224,"[0.018201359000158845, 0.01817121900012353, 0.01776610700017045, 0.01825269400023899, 0.018026121000275452, 0.01752223600033176, 0.01772693300017636, 0.017901994999647286, 0.017734987000039837, 0.015764535000016622]",0.017834050999908868,0.01772894650014223,0.01813494450016151
