method,compile_sec,train_execution_sec,prediction_sec,pipeline_sec,final_train_logz,final_test_logz,best_test_logz,mean_brier_score,brier_skill_score_vs_uniform,outcome_accuracy,exact_score_accuracy,mean_log_likelihood,n_scored
ekf,0.8522635000044829,13.069412624994584,1.1289437499945052,15.050619874993572,-15675.041828342091,-1040.0085136151356,-1040.0085136151356,0.5441639548023155,0.1837540677965267,0.5288461538461539,0.07692307692307693,-3.131158553720345,104
sqmc,15.653642158999986,5655.539054366,17.42902227600007,5688.621718801,-14649.736986385904,-1005.4167978707083,-959.9585717908358,0.6877644027648593,-0.031646604147288926,0.47115384615384615,0.04807692307692308,-3.6644901632215596,104
